"","code","sample","country","province","location","outcrop","decimallatitude","decimallongitude","sample.type","analysed.material","sample.details","main.ore","p206.204","p206.204.2sd","p207.204","p207.204.2sd","p208.204","p208.204.2sd","p207.206","p207.206.2sd","p208.206","p208.206.2sd","pb.content","u.content","model.age","mu","w","geological.zone","geol.age","host.rock","deposit.morphology","realm","excavation.no","find.spot","courtesy","period","chronology","tmod","mu12","kappa12","reference","ref.code","laboratory","spectrometry","observations","sample.type1"
"GDM.1587","GDM.1587","AA 1477","Spain","Toledo",NA,"Casa del Carpio",39.803333,-4.985,"Archaeological artefacts","Silver","Vessel",NA,18.485,NA,15.758,NA,39.029,NA,0.852,NA,2.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,400,10.1371,4.2185,"Murillo-Barroso et al., 2016","Ref.112","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1588","GDM.1588","AA 1493","Spain","Toledo",NA,"Casa del Carpio",39.803333,-4.985,"Archaeological artefacts","Silver","Bracelet",NA,18.309,NA,15.611,NA,38.501,NA,0.853,NA,2.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,255,9.5934,4.0075,"Murillo-Barroso et al., 2016","Ref.112","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1625","GDM.1625","4328/11","Spain","Málaga",NA,"Acinipo",36.350173,-5.261294,"Archaeological artefacts","Pb metal","Fragmento de crisol (Pb [Bi])",NA,18.164,0.002,15.607,0.002,38.35,0.007,0.8592,6e-05,2.1113,2e-04,71400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,357,9.6118,4.0249,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1626","GDM.1626","4344/11","Spain","Málaga",NA,"Acinipo",36.350173,-5.261294,"Archaeological artefacts","Silver","plata de la perla",NA,18.279,0.008,15.63,0.008,38.405,0.019,0.85509,0.00012,2.1011,2e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,314,9.6756,3.9832,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1627","GDM.1627","4336/11","Spain","Málaga",NA,"Ronda",36.350173,-5.261294,"Archaeological artefacts","Cu metal","Bronze fusión Rest",NA,18.297,0.002,15.647,0.004,38.46,0.008,0.85519,0.00017,2.102,2e-04,4100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,333,9.739,4.0065,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1628","GDM.1628","4341/11","Spain","Málaga",NA,"Ronda",36.350173,-5.261294,"Archaeological artefacts","Cu metal","Fragmento de crisol (Cu [Pb, Sn])",NA,18.476,0.005,15.651,0.006,38.641,0.012,0.84711,0.00023,2.0914,3e-04,7700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,207,9.714,3.9827,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1629","GDM.1629","4363/15","Spain","Málaga",NA,"Alcorrín",36.350173,-5.261294,"Archaeological artefacts","Cu metal","objeto en forma de barra (Cu [Sn])",NA,18.492,0.029,15.662,0.027,38.629,0.073,0.84697,0.00039,2.0889,0.0013,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,217,9.7537,3.9696,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1630","GDM.1630","4364/15","Spain","Málaga",NA,"Alcorrín",36.350173,-5.261294,"Archaeological artefacts","Cu metal","Derretimiento (CuSn)",NA,18.339,0.029,15.673,0.028,38.53,0.07,0.85468,5e-04,2.1011,0.0012,60800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,351,9.8326,4.0245,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1631","GDM.1631","4365/15","Spain","Málaga",NA,"Alcorrín",36.350173,-5.261294,"Archaeological artefacts","Cu metal","Punzón (CuSn)",NA,18.467,0.024,15.664,0.022,38.651,0.063,0.84817,0.00031,2.093,0.0011,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,239,9.767,3.9986,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1632","GDM.1632","4342/11","Spain","Málaga",NA,"Alcorrín",36.350173,-5.261294,"Archaeological artefacts","Cu metal","Remache (CuSnPb)",NA,18.269,0.006,15.629,0.005,38.412,0.014,0.85552,5e-05,2.1026,2e-04,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,320,9.674,3.9935,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1633","GDM.1633","4343/11","Spain","Málaga",NA,"Villa Vieja",36.350173,-5.261294,"Archaeological artefacts","Cu metal","Hacha de brazo (CuSn)",NA,18.549,0.003,15.641,0.004,38.569,0.01,0.84322,1e-04,2.0793,2e-04,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,133,9.6599,3.8934,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1634","GDM.1634","4306/11","Spain","Málaga",NA,"Acinipo",36.350173,-5.261294,"Archaeological artefacts","Fe metal","Pieza de mineral (hematita, goethita, cuarzo)",NA,18.402,0.003,15.656,0.003,38.582,0.009,0.85077,5e-05,2.0965,2e-04,13000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,272,9.7501,4.0033,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1635","GDM.1635","4307/11","Spain","Málaga",NA,"Acinipo",36.350173,-5.261294,"Archaeological artefacts","Fe metal","Pieza de mineral (hematita, goethita)",NA,18.409,0.004,15.657,0.003,38.585,0.01,0.85051,5e-05,2.096,2e-04,5200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,269,9.7524,4.0005,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1636","GDM.1636","4327/11","Spain","Málaga",NA,"Acinipo",36.350173,-5.261294,"Archaeological artefacts","Fe metal","Erzstück (Hämatit. Kalzit. Magnesit)",NA,18.379,0.004,15.659,0.004,38.482,0.012,0.85203,6e-05,2.0938,2e-04,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,295,9.7673,3.9667,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1637","GDM.1637","4319/11","Spain","Málaga",NA,"Acinipo",36.350173,-5.261294,"Archaeological artefacts","Fe metal","Pieza de mineral (pirita)",NA,18.749,0.002,15.663,0.002,38.722,0.007,0.83542,7e-05,2.0653,2e-04,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,26,9.7068,3.851,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1638","GDM.1638","4085/14","Spain","Málaga",NA,"Acinipo",36.350173,-5.261294,"Archaeological artefacts","Fe metal","Cuentas de hematita (""perdigón"")",NA,18.778,0.037,15.693,0.038,38.664,0.113,0.83583,0.00053,2.0593,0.0023,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,64,9.8166,3.8144,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1639","GDM.1639","4086/14","Spain","Málaga",NA,"Acinipo",36.350173,-5.261294,"Archaeological artefacts","Fe metal","Pieza de mineral (hematita, goethita)",NA,18.412,0.025,15.665,0.027,38.602,0.068,0.85078,0.00032,2.0966,0.0013,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,282,9.7834,4.0103,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1640","GDM.1640","4133/14","Spain","Málaga",NA,"Alcorrín",36.350173,-5.261294,"Archaeological artefacts","Fe metal","Pieza de mineral (goethita, cuarzo, microclina)",NA,18.741,0.01,15.678,0.01,38.65,0.027,0.83653,0.00018,2.0623,7e-04,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,62,9.7658,3.8252,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1641","GDM.1641","4329/11","Spain","Málaga",NA,"Alcorrín",36.350173,-5.261294,"Archaeological artefacts","Fe metal","escoria de hierro",NA,18.539,0.01,15.667,0.007,38.656,0.02,0.84509,0.00011,2.085,3e-04,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,191,9.7632,3.9543,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1642","GDM.1642","4330/11","Spain","Málaga",NA,"Alcorrín",36.350173,-5.261294,"Archaeological artefacts","Fe metal","escoria de hierro",NA,18.696,0.004,15.674,0.003,38.795,0.009,0.83835,7e-05,2.0751,1e-04,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,88,9.7589,3.9255,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1643","GDM.1643","4331/11","Spain","Málaga",NA,"Alcorrín",36.350173,-5.261294,"Archaeological artefacts","Fe metal","escoria de hierro",NA,18.524,0.017,15.67,0.014,38.66,0.036,0.84591,0.00015,2.087,3e-04,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,208,9.7782,3.9674,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1644","GDM.1644","4332/11","Spain","Málaga",NA,"Alcorrín",36.350173,-5.261294,"Archaeological artefacts","Fe metal","escoria de hierro",NA,18.512,0.013,15.661,0.01,38.632,0.025,0.846,0.00012,2.0869,3e-04,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,200,9.7455,3.9576,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1645","GDM.1645","4360/15","Spain","Málaga",NA,"Alcorrín",36.350173,-5.261294,"Archaeological artefacts","Fe metal","escoria de hierro",NA,18.52,0.012,15.673,0.01,38.587,0.035,0.84621,0.00017,2.0834,7e-04,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,217,9.7908,3.9331,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1646","GDM.1646","4361/15","Spain","Málaga",NA,"Alcorrín",36.350173,-5.261294,"Archaeological artefacts","Fe metal","escoria de hierro",NA,18.626,0.013,15.676,0.012,38.703,0.036,0.8416,0.00016,2.078,6e-04,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,144,9.7804,3.9247,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1647","GDM.1647","4362/15","Spain","Málaga",NA,"Alcorrín",36.350173,-5.261294,"Archaeological artefacts","Fe metal","objeto de hierro puntiagudo",NA,18.587,0.015,15.677,0.013,38.816,0.039,0.84339,0.00023,2.0882,9e-04,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,175,9.7922,4.0088,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.1671","GDM.1671","Filon 1-B  ","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Archaeological mineral","unk",NA,NA,17.847,NA,15.593,NA,37.899,NA,0.87367,NA,2.1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,568,9.6422,3.9906,"Baron et al., 2017","Ref.114","CRPG, Nancy","TIMS",NA,"Archaeological"
"GDM.1672","GDM.1672","Filon 1-A  ","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Archaeological mineral","unk",NA,NA,17.963,NA,15.603,NA,38.043,NA,0.86866,NA,2.1179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,500,9.6491,3.9937,"Baron et al., 2017","Ref.114","CRPG, Nancy","TIMS",NA,"Archaeological"
"GDM.1673","GDM.1673","Filon 2-A  ","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Archaeological mineral","unk",NA,NA,18.317,NA,15.645,NA,38.622,NA,0.85419,NA,2.1087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,314,9.7263,4.0793,"Baron et al., 2017","Ref.114","CRPG, Nancy","TIMS",NA,"Archaeological"
"GDM.1674","GDM.1674","Filon 2-B  ","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Archaeological mineral","unk",NA,NA,18.375,NA,15.626,NA,38.351,NA,0.85041,NA,2.0872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,235,9.6378,3.8881,"Baron et al., 2017","Ref.114","CRPG, Nancy","TIMS",NA,"Archaeological"
"GDM.1675","GDM.1675","Filon 2-C  ","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Archaeological mineral","unk",NA,NA,17.857,NA,15.593,NA,37.901,NA,0.87321,NA,2.1225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,561,9.6392,3.9845,"Baron et al., 2017","Ref.114","CRPG, Nancy","TIMS",NA,"Archaeological"
"GDM.1676","GDM.1676","1063-7   ","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Archaeological artefacts","Litharge",NA,NA,18.73,NA,15.691,NA,39.034,NA,0.83773,NA,2.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,96,9.818,4.0302,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Archaeological"
"GDM.1677","GDM.1677","1063-6   ","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Archaeological artefacts","Litharge",NA,NA,18.734,NA,15.694,NA,39.04,NA,0.8378,NA,2.0839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,99,9.8288,4.0317,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Archaeological"
"GDM.1678","GDM.1678","1063-5   ","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Archaeological artefacts","Litharge",NA,NA,18.728,NA,15.69,NA,39.027,NA,0.83773,NA,2.0839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,95,9.8145,4.0276,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Archaeological"
"GDM.1679","GDM.1679","1063-4   ","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Archaeological artefacts","Litharge",NA,NA,18.736,NA,15.696,NA,39.043,NA,0.8378,NA,2.0839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,101,9.8361,4.0326,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Archaeological"
"GDM.1680","GDM.1680","1063-3   ","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Archaeological artefacts","Litharge",NA,NA,18.73,NA,15.692,NA,39.034,NA,0.8378,NA,2.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,98,9.8218,4.0306,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Archaeological"
"GDM.1681","GDM.1681","1146   ","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Archaeological artefacts","Litharge",NA,NA,18.729,NA,15.692,NA,39.036,NA,0.83787,NA,2.0842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,98,9.822,4.0322,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Archaeological"
"GDM.2836","GDM.2836","PA24495","Spain","Tarragona","La Secuita","El Pontarró",41.229421,1.284092,"Archaeological artefacts","Cu metal","Masa metálica",NA,18.402,NA,15.683,NA,38.531,NA,0.8522,NA,2.0959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iron Age",NA,323,9.8572,3.9857,"Belarte et al., 2017","Ref.115","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological"
"GDM.2837","GDM.2837","PA24496","Spain","Tarragona","La Secuita","El Pontarró",41.229421,1.284092,"Archaeological artefacts","Cu metal","Hembrilla",NA,18.436,NA,15.686,NA,38.588,NA,0.8508,NA,2.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iron Age",NA,304,9.8611,3.994,"Belarte et al., 2017","Ref.115","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological"
"GDM.2838","GDM.2838","PA24513","Spain","Tarragona","La Secuita","El Pontarró",41.229421,1.284092,"Archaeological artefacts","Cu metal","Anilla",NA,18.351,NA,15.689,NA,38.551,NA,0.8549,NA,2.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iron Age",NA,371,9.8938,4.0331,"Belarte et al., 2017","Ref.115","UPV/EHU, Leioa","MC-ICPMS",NA,"Archaeological"
"GDM.1682","GDM.1682","AC316","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.125,0.06,15.527,0.07,38.016,0.19,0.857,0.003,2.097,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",231,9.3035,3.8394,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
"GDM.1683","GDM.1683","AC317","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.417,0.03,15.629,0.04,38.729,0.11,0.849,0.002,2.103,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",209,9.6405,4.0611,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
"GDM.1684","GDM.1684","AC318","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.365,0.04,15.593,0.03,38.378,0.15,0.849,0.003,2.09,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",177,9.5107,3.8974,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
"GDM.1685","GDM.1685","AC319","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.416,0.05,15.586,0.07,38.328,0.14,0.846,0.003,2.081,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",124,9.4731,3.8348,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
"GDM.1686","GDM.1686","AC320","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.22,0.06,15.622,0.05,38.328,0.1,0.857,0.002,2.104,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",343,9.658,3.9791,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
"GDM.1687","GDM.1687","AC321","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.481,0.07,15.662,0.06,38.592,0.16,0.847,0.002,2.088,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",225,9.7561,3.9576,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
"GDM.1688","GDM.1688","AC322","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.102,0.04,15.581,0.05,38.159,0.09,0.858,0.002,2.102,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",354,9.523,3.9534,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
"GDM.1689","GDM.1689","AC323","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.407,0.04,15.652,0.05,38.705,0.11,0.848,0.002,2.096,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",261,9.7331,4.0637,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
"GDM.1690","GDM.1690","AC324","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.351,0.02,15.57,0.03,38.268,0.1,0.846,0.002,2.079,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",142,9.424,3.84,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
"GDM.1691","GDM.1691","AC325","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.548,0.05,15.683,0.05,38.755,0.19,0.845,0.002,2.089,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",215,9.824,4.0054,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
"GDM.1692","GDM.1692","AC326","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.436,0.04,15.654,0.06,38.549,0.23,0.849,0.002,2.091,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",243,9.7345,3.9622,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
"GDM.1693","GDM.1693","AC327","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.319,0.04,15.634,0.05,38.264,0.19,0.853,0.003,2.089,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",292,9.6821,3.8816,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
"GDM.1694","GDM.1694","AC328","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.2,0.08,15.582,0.07,38.164,0.15,0.856,0.001,2.097,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",282,9.5036,3.8892,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
"GDM.1695","GDM.1695","AC329","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.446,0.1,15.633,0.06,38.708,0.25,0.847,0.003,2.098,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",195,9.6499,4.0316,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
"GDM.1696","GDM.1696","AC330","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.282,0.04,15.575,0.03,38.33,0.19,0.852,0.003,2.096,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",205,9.4578,3.9211,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
"GDM.1697","GDM.1697","AC331","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.207,0.1,15.583,0.07,38.213,0.15,0.856,0.001,2.099,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",278,9.506,3.9115,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
"GDM.1698","GDM.1698","AC332","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.185,0.13,15.6,0.11,38.06,0.32,0.858,0.002,2.093,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",328,9.5787,3.8487,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
"GDM.1699","GDM.1699","AC333","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.35,0.11,15.606,0.11,38.459,0.23,0.85,0.003,2.096,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",214,9.5647,3.9553,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
"GDM.1700","GDM.1700","AC334","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.178,0.06,15.65,0.08,38.495,0.25,0.854,0.004,2.101,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",427,9.7813,4.11,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
"GDM.1701","GDM.1701","AC335","Portugal","Santarem","Alto dos Cacos",NA,39.260994,-8.560256,"Archaeological artefacts","Pb metal","glandes plumbeae",NA,18.352,0.12,15.698,0.12,38.983,0.26,0.849,0.001,2.107,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","60 BCE",387,9.9297,4.2675,"Gomes et al., 2017","Ref.116","U. Lisboa","Q-ICP-MS",NA,"Archaeological"
